,Origin_airport,Destination_airport,Origin_city,Destination_city,Passengers,Seats,Flights,Distance,Fly_date,Origin_population,Destination_population,Org_airport_lat,Org_airport_long,Dest_airport_lat,Dest_airport_long
2708062,DCA,PVD,"Washington, DC","Providence, RI",1896,3550,25,357,2004-10-01,10317048,1616874,38.8521,-77.037697,41.7326011657715,-71.4204025268555
2708074,MDW,PVD,"Chicago, IL","Providence, RI",2868,4110,30,842,2004-03-01,18664180,1616874,41.7859992980957,-87.7524032592773,41.7326011657715,-71.4204025268555
2708279,LGA,PVD,"New York, NY","Providence, RI",738,2686,79,143,2004-12-01,37494862,1616874,40.77719879,-73.87259674,41.7326011657715,-71.4204025268555
2708441,LAS,PVD,"Las Vegas, NV","Providence, RI",140,274,2,2363,2004-09-01,1646875,1616874,36.08010101,-115.1520004,41.7326011657715,-71.4204025268555
2708844,PHL,PVD,"Philadelphia, PA","Providence, RI",1796,2300,46,238,2005-11-01,11701242,1609677,39.871898651123,-75.241096496582,41.7326011657715,-71.4204025268555
2708856,PHL,PVD,"Philadelphia, PA","Providence, RI",1847,3780,30,238,2005-12-01,11701242,1609677,39.871898651123,-75.241096496582,41.7326011657715,-71.4204025268555
2708877,PHL,PVD,"Philadelphia, PA","Providence, RI",5709,11088,77,238,2005-03-01,11701242,1609677,39.871898651123,-75.241096496582,41.7326011657715,-71.4204025268555
2708933,IAD,PVD,"Washington, DC","Providence, RI",4560,6050,122,372,2005-04-01,10458534,1609677,38.94449997,-77.45580292,41.7326011657715,-71.4204025268555
2708967,ILN,PVD,"Wilmington, OH","Providence, RI",0,0,39,671,2005-10-01,42063,1609677,39.427898407,-83.792098999,41.7326011657715,-71.4204025268555
2708984,DCA,PVD,"Washington, DC","Providence, RI",649,1080,15,357,2005-10-01,10458534,1609677,38.8521,-77.037697,41.7326011657715,-71.4204025268555
2709352,CVG,PVD,"Cincinnati, OH","Providence, RI",262,630,9,722,2005-06-01,2102422,1609677,39.0488014221,-84.6678009033,41.7326011657715,-71.4204025268555
2709819,LGA,PVD,"New York, NY","Providence, RI",30,57,3,143,2006-11-01,37651266,1603830,40.77719879,-73.87259674,41.7326011657715,-71.4204025268555
2709835,LGA,PVD,"New York, NY","Providence, RI",337,513,27,143,2006-02-01,37651266,1603830,40.77719879,-73.87259674,41.7326011657715,-71.4204025268555
2709957,BWI,PVD,"Baltimore, MD","Providence, RI",22987,29729,217,328,2006-09-01,2662048,1603830,39.17539978,-76.66829681,41.7326011657715,-71.4204025268555
2709997,BWI,PVD,"Baltimore, MD","Providence, RI",25195,29729,217,328,2006-05-01,2662048,1603830,39.17539978,-76.66829681,41.7326011657715,-71.4204025268555
2710134,PHL,PVD,"Philadelphia, PA","Providence, RI",218,386,2,238,2006-02-01,11761824,1603830,39.871898651123,-75.241096496582,41.7326011657715,-71.4204025268555
2710425,MDW,PVD,"Chicago, IL","Providence, RI",2819,5891,43,842,2006-02-01,18797710,1603830,41.7859992980957,-87.7524032592773,41.7326011657715,-71.4204025268555
2710598,ATL,PVD,"Atlanta, GA","Providence, RI",84,100,1,903,2006-01-01,5119641,1603830,33.6366996765137,-84.4281005859375,41.7326011657715,-71.4204025268555
2710609,ATL,PVD,"Atlanta, GA","Providence, RI",4291,5253,37,903,2006-06-01,5119641,1603830,33.6366996765137,-84.4281005859375,41.7326011657715,-71.4204025268555
2710689,MCO,PVD,"Orlando, FL","Providence, RI",212,244,2,1073,2006-02-01,1999994,1603830,28.4293994903564,-81.3089981079102,41.7326011657715,-71.4204025268555
2710839,BNA,PVD,"Nashville, TN","Providence, RI",2439,3425,25,907,2006-02-01,1489156,1603830,36.1245002746582,-86.6781997680664,41.7326011657715,-71.4204025268555
2710892,PIT,PVD,"Pittsburgh, PA","Providence, RI",838,1584,22,467,2007-05-01,2357141,1599496,40.49150085,-80.23290253,41.7326011657715,-71.4204025268555
2710905,PIT,PVD,"Pittsburgh, PA","Providence, RI",393,500,10,467,2007-08-01,2357141,1599496,40.49150085,-80.23290253,41.7326011657715,-71.4204025268555
2711033,JAX,PVD,"Jacksonville, FL","Providence, RI",99,252,2,963,2007-08-01,1301097,1599496,30.4941005706787,-81.6878967285156,41.7326011657715,-71.4204025268555
2711109,ACY,PVD,"Atlantic City, NJ","Providence, RI",116,122,1,228,2007-08-01,269945,1599496,39.4575996398926,-74.5772018432617,41.7326011657715,-71.4204025268555
2711440,TPA,PVD,"Tampa, FL","Providence, RI",0,0,1,1137,2007-10-01,2711222,1599496,27.9755001068115,-82.533203125,41.7326011657715,-71.4204025268555
2711957,DTW,PVD,"Detroit, MI","Providence, RI",7,137,1,614,2007-08-01,8913164,1599496,42.2123985290527,-83.353401184082,41.7326011657715,-71.4204025268555
2712044,MDW,PVD,"Chicago, IL","Providence, RI",644,1096,8,842,2008-11-01,19031272,1599312,41.7859992980957,-87.7524032592773,41.7326011657715,-71.4204025268555
2712078,DTW,PVD,"Detroit, MI","Providence, RI",3787,5400,54,614,2008-03-01,8847562,1599312,42.2123985290527,-83.353401184082,41.7326011657715,-71.4204025268555
2712101,ORD,PVD,"Chicago, IL","Providence, RI",1408,1474,14,849,2008-08-01,19031272,1599312,41.97859955,-87.90480042,41.7326011657715,-71.4204025268555
2712132,ORD,PVD,"Chicago, IL","Providence, RI",32,37,1,849,2008-10-01,19031272,1599312,41.97859955,-87.90480042,41.7326011657715,-71.4204025268555
2712223,CLT,PVD,"Charlotte, NC","Providence, RI",140,152,2,683,2008-06-01,1706469,1599312,35.2140007019043,-80.9430999755859,41.7326011657715,-71.4204025268555
2712393,JFK,PVD,"New York, NY","Providence, RI",1632,2200,44,144,2008-10-01,37937002,1599312,40.63980103,-73.77890015,41.7326011657715,-71.4204025268555
2712844,ILN,PVD,"Wilmington, OH","Providence, RI",0,0,25,671,2008-03-01,43152,1599312,39.427898407,-83.792098999,41.7326011657715,-71.4204025268555
2712866,EWR,PVD,"Newark, NJ","Providence, RI",0,0,10,160,2008-11-01,18968501,1599312,40.6925010681152,-74.168701171875,41.7326011657715,-71.4204025268555
2712981,BDL,PVD,"Hartford, CT","Providence, RI",0,0,17,66,2008-01-01,1191170,1599312,41.9388999939,-72.6831970215,41.7326011657715,-71.4204025268555
2713233,ORD,PVD,"Chicago, IL","Providence, RI",1871,2046,31,849,2009-08-01,19161134,1600642,41.97859955,-87.90480042,41.7326011657715,-71.4204025268555
2713242,ORD,PVD,"Chicago, IL","Providence, RI",6255,7686,53,849,2009-09-01,19161134,1600642,41.97859955,-87.90480042,41.7326011657715,-71.4204025268555
2713283,MDW,PVD,"Chicago, IL","Providence, RI",7601,11782,86,842,2009-12-01,19161134,1600642,41.7859992980957,-87.7524032592773,41.7326011657715,-71.4204025268555
2713306,DTW,PVD,"Detroit, MI","Providence, RI",853,1000,8,614,2009-02-01,8806874,1600642,42.2123985290527,-83.353401184082,41.7326011657715,-71.4204025268555
2713487,CLT,PVD,"Charlotte, NC","Providence, RI",3440,3750,25,683,2009-07-01,1745524,1600642,35.2140007019043,-80.9430999755859,41.7326011657715,-71.4204025268555
2713728,PHL,PVD,"Philadelphia, PA","Providence, RI",1880,2079,21,238,2009-03-01,11936504,1600642,39.871898651123,-75.241096496582,41.7326011657715,-71.4204025268555
2713819,PHL,PVD,"Philadelphia, PA","Providence, RI",2068,2673,27,238,2009-02-01,11936504,1600642,39.871898651123,-75.241096496582,41.7326011657715,-71.4204025268555
2713837,DCA,PVD,"Washington, DC","Providence, RI",1695,2128,28,357,2009-06-01,10952482,1600642,38.8521,-77.037697,41.7326011657715,-71.4204025268555
2713922,IAD,PVD,"Washington, DC","Providence, RI",3809,4422,67,372,2009-03-01,10952482,1600642,38.94449997,-77.45580292,41.7326011657715,-71.4204025268555
2714130,FSD,RAP,"Sioux Falls, SD","Rapid City, SD",1045,3210,30,317,1991-01-01,156413,105976,43.5820007324,-96.741897583,44.0452995300293,-103.056999206543
2714164,SLC,RAP,"Salt Lake City, UT","Rapid City, SD",2868,3210,30,508,1991-06-01,790507,105976,40.7883987426758,-111.977996826172,44.0452995300293,-103.056999206543
2714356,FSD,RAP,"Sioux Falls, SD","Rapid City, SD",684,3317,31,317,1993-05-01,162720,108754,43.5820007324,-96.741897583,44.0452995300293,-103.056999206543
2714445,MSP,RAP,"Minneapolis, MN","Rapid City, SD",137,244,2,490,1994-02-01,2690359,109100,44.8819999695,-93.2218017578,44.0452995300293,-103.056999206543
2714495,MSP,RAP,"Minneapolis, MN","Rapid City, SD",98,122,1,490,1995-01-01,2725644,109711,44.8819999695,-93.2218017578,44.0452995300293,-103.056999206543
2714763,MKE,RAP,"Milwaukee, WI","Rapid City, SD",81,88,1,765,1998-07-01,1459602,108937,42.9472007751465,-87.896598815918,44.0452995300293,-103.056999206543
2714806,MSP,RAP,"Minneapolis, MN","Rapid City, SD",40,110,1,490,1999-04-01,2872109,109522,44.8819999695,-93.2218017578,44.0452995300293,-103.056999206543
2715385,MSP,RAP,"Minneapolis, MN","Rapid City, SD",82,125,1,490,2003-12-01,3078253,115849,44.8819999695,-93.2218017578,44.0452995300293,-103.056999206543
2715411,FSD,RAP,"Sioux Falls, SD","Rapid City, SD",0,0,21,317,2004-09-01,209325,117503,43.5820007324,-96.741897583,44.0452995300293,-103.056999206543
2715674,DTW,RAP,"Detroit, MI","Rapid City, SD",110,124,1,1002,2005-08-01,8988796,117975,42.2123985290527,-83.353401184082,44.0452995300293,-103.056999206543
2715759,FSD,RAP,"Sioux Falls, SD","Rapid City, SD",0,0,21,317,2006-10-01,222072,119112,43.5820007324,-96.741897583,44.0452995300293,-103.056999206543
2715853,HLN,RAP,"Helena, MT","Rapid City, SD",76,100,2,469,2007-06-01,71258,120599,46.6068000793457,-111.983001708984,44.0452995300293,-103.056999206543
2715912,FSD,RAP,"Sioux Falls, SD","Rapid City, SD",0,0,30,317,2007-11-01,227961,120599,43.5820007324,-96.741897583,44.0452995300293,-103.056999206543
2715936,MSP,RAP,"Minneapolis, MN","Rapid City, SD",1154,1300,26,490,2007-09-01,3204196,120599,44.8819999695,-93.2218017578,44.0452995300293,-103.056999206543
2716075,GCC,RAP,"Gillette, WY","Rapid City, SD",0,0,4,124,2008-09-01,41474,122697,44.3488998413,-105.539001465,44.0452995300293,-103.056999206543
2716112,YIP,RAP,"Detroit, MI","Rapid City, SD",0,0,1,993,2008-06-01,8847562,122697,42.23789978,-83.53040314,44.0452995300293,-103.056999206543
2716121,HLN,RAP,"Helena, MT","Rapid City, SD",50,50,1,469,2008-04-01,72444,122697,46.6068000793457,-111.983001708984,44.0452995300293,-103.056999206543
2716678,SLC,SMF,"Salt Lake City, UT","Sacramento, CA",128,128,1,532,1990-12-01,771473,1520816,40.7883987426758,-111.977996826172,38.6954002380371,-121.591003417969
2716968,BFL,SMF,"Bakersfield, CA","Sacramento, CA",382,893,47,266,1990-05-01,549219,1520816,35.43360138,-119.0569992,38.6954002380371,-121.591003417969
2716987,ABQ,SMF,"Albuquerque, NM","Sacramento, CA",82,142,1,866,1990-11-01,601893,1520816,35.0401992797852,-106.609001159668,38.6954002380371,-121.591003417969
2717178,MSP,SMF,"Minneapolis, MN","Sacramento, CA",4055,4838,41,1518,1991-08-01,2581103,1562390,44.8819999695,-93.2218017578,38.6954002380371,-121.591003417969
2717195,SFO,SMF,"San Francisco, CA","Sacramento, CA",23,147,1,86,1991-03-01,7498756,1562390,37.6189994812012,-122.375,38.6954002380371,-121.591003417969
2717235,SFO,SMF,"San Francisco, CA","Sacramento, CA",1861,4752,132,86,1991-11-01,7498756,1562390,37.6189994812012,-122.375,38.6954002380371,-121.591003417969
2717307,SAN,SMF,"San Diego, CA","Sacramento, CA",4936,9153,113,480,1991-04-01,2554271,1562390,32.7336006165,-117.190002441,38.6954002380371,-121.591003417969
2717332,SNA,SMF,"Santa Ana, CA","Sacramento, CA",2481,3834,27,404,1991-10-01,11377029,1562390,33.67570114,-117.8679962,38.6954002380371,-121.591003417969
2717397,CLT,SMF,"Charlotte, NC","Sacramento, CA",109,128,1,2244,1991-12-01,1050648,1562390,35.2140007019043,-80.9430999755859,38.6954002380371,-121.591003417969
2717448,SJC,SMF,"San Jose, CA","Sacramento, CA",97,426,3,94,1991-03-01,1545325,1562390,37.3625984191895,-121.929000854492,38.6954002380371,-121.591003417969
2717526,PHX,SMF,"Phoenix, AZ","Sacramento, CA",241,286,2,647,1991-07-01,2302011,1562390,33.4342994689941,-112.012001037598,38.6954002380371,-121.591003417969
2717780,SNA,SMF,"Santa Ana, CA","Sacramento, CA",6572,13703,103,404,1992-01-01,11505204,1583460,33.67570114,-117.8679962,38.6954002380371,-121.591003417969
2717890,LAX,SMF,"Los Angeles, CA","Sacramento, CA",297,540,5,373,1992-07-01,23010408,1583460,33.94250107,-118.4079971,38.6954002380371,-121.591003417969
2718083,ORD,SMF,"Chicago, IL","Sacramento, CA",3690,8378,59,1781,1992-04-01,16720340,1583460,41.97859955,-87.90480042,38.6954002380371,-121.591003417969
2718399,PHX,SMF,"Phoenix, AZ","Sacramento, CA",916,1571,11,647,1993-07-01,2444670,1598111,33.4342994689941,-112.012001037598,38.6954002380371,-121.591003417969
2718510,LAX,SMF,"Los Angeles, CA","Sacramento, CA",1857,4557,31,373,1993-10-01,23154972,1598111,33.94250107,-118.4079971,38.6954002380371,-121.591003417969
2718843,SFO,SMF,"San Francisco, CA","Sacramento, CA",16,142,1,86,1993-01-01,7635582,1598111,37.6189994812012,-122.375,38.6954002380371,-121.591003417969
2718881,ORD,SMF,"Chicago, IL","Sacramento, CA",141,188,1,1781,1993-01-01,16876600,1598111,41.97859955,-87.90480042,38.6954002380371,-121.591003417969
2718887,ORD,SMF,"Chicago, IL","Sacramento, CA",4799,7680,60,1781,1993-03-01,16876600,1598111,41.97859955,-87.90480042,38.6954002380371,-121.591003417969
2719098,SEA,SMF,"Seattle, WA","Sacramento, CA",1933,3240,30,605,1994-10-01,5485752,1609032,47.4490013122559,-122.30899810791,38.6954002380371,-121.591003417969
2719184,LAX,SMF,"Los Angeles, CA","Sacramento, CA",3000,3348,31,373,1994-08-01,23179000,1609032,33.94250107,-118.4079971,38.6954002380371,-121.591003417969
2719192,LAX,SMF,"Los Angeles, CA","Sacramento, CA",4002,6213,57,373,1994-07-01,23179000,1609032,33.94250107,-118.4079971,38.6954002380371,-121.591003417969
2719281,SFO,SMF,"San Francisco, CA","Sacramento, CA",1018,1539,81,86,1994-05-01,7666396,1609032,37.6189994812012,-122.375,38.6954002380371,-121.591003417969
2719663,PHX,SMF,"Phoenix, AZ","Sacramento, CA",6884,8494,62,647,1995-06-01,2661324,1629941,33.4342994689941,-112.012001037598,38.6954002380371,-121.591003417969
2720483,LAX,SMF,"Los Angeles, CA","Sacramento, CA",7924,10206,81,373,1996-06-01,23326070,1654787,33.94250107,-118.4079971,38.6954002380371,-121.591003417969
2720535,MSP,SMF,"Minneapolis, MN","Sacramento, CA",1020,1639,11,1518,1996-10-01,2760875,1654787,44.8819999695,-93.2218017578,38.6954002380371,-121.591003417969
2720624,DFW,SMF,"Dallas, TX","Sacramento, CA",15116,20832,150,1431,1996-04-01,8994450,1654787,32.896800994873,-97.0380020141602,38.6954002380371,-121.591003417969
2721052,PHX,SMF,"Phoenix, AZ","Sacramento, CA",16,122,1,647,1997-06-01,2841395,1679321,33.4342994689941,-112.012001037598,38.6954002380371,-121.591003417969
2721185,LAX,SMF,"Los Angeles, CA","Sacramento, CA",166,244,2,373,1997-07-01,23583460,1679321,33.94250107,-118.4079971,38.6954002380371,-121.591003417969
2721287,LAX,SMF,"Los Angeles, CA","Sacramento, CA",1749,2806,23,373,1998-11-01,23895178,1707530,33.94250107,-118.4079971,38.6954002380371,-121.591003417969
2721297,LAX,SMF,"Los Angeles, CA","Sacramento, CA",10189,15622,117,373,1998-02-01,23895178,1707530,33.94250107,-118.4079971,38.6954002380371,-121.591003417969
2721327,MCI,SMF,"Kansas City, MO","Sacramento, CA",130,142,1,1441,1998-08-01,1795891,1707530,39.2976,-94.713898,38.6954002380371,-121.591003417969
2721364,SLC,SMF,"Salt Lake City, UT","Sacramento, CA",7900,10567,58,532,1998-06-01,906185,1707530,40.7883987426758,-111.977996826172,38.6954002380371,-121.591003417969
2721574,SJC,SMF,"San Jose, CA","Sacramento, CA",43,134,1,94,1998-12-01,1690832,1707530,37.3625984191895,-121.929000854492,38.6954002380371,-121.591003417969
2721640,SEA,SMF,"Seattle, WA","Sacramento, CA",11171,17080,122,605,1998-09-01,5831556,1707530,47.4490013122559,-122.30899810791,38.6954002380371,-121.591003417969
2721652,SEA,SMF,"Seattle, WA","Sacramento, CA",100,122,1,605,1998-07-01,5831556,1707530,47.4490013122559,-122.30899810791,38.6954002380371,-121.591003417969
2721702,PHX,SMF,"Phoenix, AZ","Sacramento, CA",7746,11919,87,647,1998-12-01,2930726,1707530,33.4342994689941,-112.012001037598,38.6954002380371,-121.591003417969
2721747,OAK,MHR,"Oakland, CA","Sacramento, CA",0,0,1,76,1998-12-01,3998233,1707530,37.7212982177734,-122.221000671387,38.55390167,-121.2979965
2721925,LAS,SMF,"Las Vegas, NV","Sacramento, CA",1760,2196,18,397,1999-07-01,1217155,1741002,36.08010101,-115.1520004,38.6954002380371,-121.591003417969
2721955,SAN,SMF,"San Diego, CA","Sacramento, CA",4366,5734,47,480,1999-11-01,2820844,1741002,32.7336006165,-117.190002441,38.6954002380371,-121.591003417969
2722000,LAX,SMF,"Los Angeles, CA","Sacramento, CA",21179,26578,194,373,1999-06-01,24181874,1741002,33.94250107,-118.4079971,38.6954002380371,-121.591003417969
2722082,SLC,SMF,"Salt Lake City, UT","Sacramento, CA",12212,13559,91,532,1999-05-01,913736,1741002,40.7883987426758,-111.977996826172,38.6954002380371,-121.591003417969
2722223,SEA,SMF,"Seattle, WA","Sacramento, CA",5007,8760,63,605,1999-11-01,5900502,1741002,47.4490013122559,-122.30899810791,38.6954002380371,-121.591003417969
2722262,PHX,SMF,"Phoenix, AZ","Sacramento, CA",4693,8104,61,647,1999-01-01,3013696,1741002,33.4342994689941,-112.012001037598,38.6954002380371,-121.591003417969
2722310,PHX,SMF,"Phoenix, AZ","Sacramento, CA",7992,11645,85,647,1999-07-01,3013696,1741002,33.4342994689941,-112.012001037598,38.6954002380371,-121.591003417969
2722329,SEA,SMF,"Seattle, WA","Sacramento, CA",5123,8120,58,605,1999-02-01,5900502,1741002,47.4490013122559,-122.30899810791,38.6954002380371,-121.591003417969
2722359,SEA,SMF,"Seattle, WA","Sacramento, CA",240,360,3,605,2000-03-01,6104758,1808442,47.4490013122559,-122.30899810791,38.6954002380371,-121.591003417969
2722439,PHX,SMF,"Phoenix, AZ","Sacramento, CA",11242,15070,110,647,2000-06-01,3278661,1808442,33.4342994689941,-112.012001037598,38.6954002380371,-121.591003417969
2723345,LAX,SMF,"Los Angeles, CA","Sacramento, CA",4683,6112,53,373,2001-01-01,25051472,1865891,33.94250107,-118.4079971,38.6954002380371,-121.591003417969
2723455,SLC,SMF,"Salt Lake City, UT","Sacramento, CA",7687,11310,62,532,2001-05-01,988989,1865891,40.7883987426758,-111.977996826172,38.6954002380371,-121.591003417969
2723718,PDX,SMF,"Portland, OR","Sacramento, CA",4420,5978,49,479,2001-10-01,1975589,1865891,45.58869934,-122.5979996,38.6954002380371,-121.591003417969
2723756,PDX,SMF,"Portland, OR","Sacramento, CA",1170,1781,13,479,2002-04-01,2010666,1921903,45.58869934,-122.5979996,38.6954002380371,-121.591003417969
2723762,PDX,SMF,"Portland, OR","Sacramento, CA",1208,1507,11,479,2002-06-01,2010666,1921903,45.58869934,-122.5979996,38.6954002380371,-121.591003417969
2723798,RFD,MHR,"Rockford, IL","Sacramento, CA",0,0,18,1707,2002-08-01,327080,1921903,42.1954002380371,-89.0971984863281,38.55390167,-121.2979965
2723847,OAK,SMF,"Oakland, CA","Sacramento, CA",15,137,1,75,2002-11-01,4165678,1921903,37.7212982177734,-122.221000671387,38.6954002380371,-121.591003417969
2723984,SEA,SMF,"Seattle, WA","Sacramento, CA",3016,3240,27,605,2002-09-01,6243790,1921903,47.4490013122559,-122.30899810791,38.6954002380371,-121.591003417969
2724113,DAY,MHR,"Dayton, OH","Sacramento, CA",0,0,20,1977,2002-10-01,845416,1921903,39.902400970459,-84.2193984985352,38.55390167,-121.2979965
2724143,UKI,SMF,"Ukiah, CA","Sacramento, CA",0,0,37,92,2002-12-01,86911,1921903,39.125999450684,-123.20099639893,38.6954002380371,-121.591003417969
2724351,LAX,SMF,"Los Angeles, CA","Sacramento, CA",13518,16988,124,373,2002-04-01,25269954,1921903,33.94250107,-118.4079971,38.6954002380371,-121.591003417969
2724358,MSP,SMF,"Minneapolis, MN","Sacramento, CA",11815,13764,93,1518,2002-10-01,3053303,1921903,44.8819999695,-93.2218017578,38.6954002380371,-121.591003417969
2724541,SLC,SMF,"Salt Lake City, UT","Sacramento, CA",1685,1750,35,532,2003-10-01,1016377,1967052,40.7883987426758,-111.977996826172,38.6954002380371,-121.591003417969
2724622,SFO,SMF,"San Francisco, CA","Sacramento, CA",7515,11180,298,86,2003-02-01,8306286,1967052,37.6189994812012,-122.375,38.6954002380371,-121.591003417969
2724643,ATL,SMF,"Atlanta, GA","Sacramento, CA",7498,10922,60,2092,2003-11-01,4673146,1967052,33.6366996765137,-84.4281005859375,38.6954002380371,-121.591003417969
2724749,PDX,SMF,"Portland, OR","Sacramento, CA",272,600,5,479,2003-08-01,2034000,1967052,45.58869934,-122.5979996,38.6954002380371,-121.591003417969
2724753,PDX,SMF,"Portland, OR","Sacramento, CA",10615,15618,114,479,2003-05-01,2034000,1967052,45.58869934,-122.5979996,38.6954002380371,-121.591003417969
2725234,FAT,MHR,"Fresno, CA","Sacramento, CA",0,0,4,150,2003-09-01,844194,1967052,36.7761993408203,-119.718002319336,38.55390167,-121.2979965
2725360,SNA,SMF,"Santa Ana, CA","Sacramento, CA",1966,3172,26,404,2003-10-01,12717433,1967052,33.67570114,-117.8679962,38.6954002380371,-121.591003417969
2725645,LAS,SMF,"Las Vegas, NV","Sacramento, CA",2694,4084,31,397,2004-10-01,1646875,2004144,36.08010101,-115.1520004,38.6954002380371,-121.591003417969
2725682,RFD,SMF,"Rockford, IL","Sacramento, CA",0,0,2,1719,2004-11-01,334622,2004144,42.1954002380371,-89.0971984863281,38.6954002380371,-121.591003417969
2725789,SJC,SMF,"San Jose, CA","Sacramento, CA",115,137,1,94,2004-03-01,1724074,2004144,37.3625984191895,-121.929000854492,38.6954002380371,-121.591003417969
2726249,PHX,SMF,"Phoenix, AZ","Sacramento, CA",11144,15207,111,647,2004-10-01,3723359,2004144,33.4342994689941,-112.012001037598,38.6954002380371,-121.591003417969
